lot_area,mas_vnr_area,total_bsmt_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,garage_area,wood_deck_sf,open_porch_sf,screen_porch,misc_val,land_slope,overall_qual,overall_cond,exter_qual,bsmt_qual,bsmt_cond,bsmt_exposure,heating_qc,kitchen_qual,functional,fireplace_qu,garage_finish,pool_qc,saleprice,years_since_built,years_since_remod,ms_subclass_20,ms_subclass_120,ms_subclass_30,ms_subclass_70,ms_subclass_160,ms_subclass_75,ms_subclass_180,ms_zoning_RM,ms_zoning_C (all),land_contour_HLS,land_contour_Bnk,lot_config_Corner,lot_config_CulDSac,roof_style_Hip,roof_style_Gambrel,roof_style_Mansard,roof_matl_CompShg,roof_matl_WdShngl,exterior_1st_HdBoard,exterior_1st_Wd Sdng,exterior_1st_CemntBd,exterior_1st_BrkFace,exterior_1st_Stucco,foundation_PConc,heating_Wall,garage_type_Basment,misc_feature_Shed,misc_feature_Gar2,misc_feature_Othr,sale_type_New,sale_type_COD,sale_type_Con,neighborhood_NAmes,neighborhood_OldTown,neighborhood_Edwards,neighborhood_Somerst,neighborhood_NridgHt,neighborhood_Mitchel,neighborhood_BrkSide,neighborhood_Crawfor,neighborhood_NoRidge,neighborhood_StoneBr,neighborhood_NPkVill,neighborhood_GrnHill
10475,0.0,624.0,1274,0.0,1,1,3,1,576.0,22,0,0,0,3,5,5,3,4,3,1,4,3,8,0,1,0,136000,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6000,0.0,572.0,1196,0.0,1,1,3,1,576.0,0,0,0,0,3,6,6,3,3,3,1,5,3,8,4,1,0,128000,80,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4280,0.0,560.0,704,0.0,1,0,2,1,220.0,0,0,0,0,3,4,9,3,2,3,1,5,2,8,0,1,0,88750,74,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10895,0.0,972.0,972,0.0,1,0,3,1,305.0,0,0,0,0,3,5,6,3,3,3,1,3,3,8,0,1,0,122500,65,65,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17503,0.0,912.0,1458,0.0,1,0,3,1,330.0,192,0,0,0,3,6,5,3,3,3,1,3,3,8,4,1,0,97500,72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9723,332.0,1008.0,1008,0.0,1,0,2,1,430.0,0,0,0,0,3,6,7,3,3,3,1,3,3,8,0,2,0,135000,57,57,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11694,452.0,1822.0,1828,0.0,2,0,3,1,774.0,0,108,260,0,3,9,5,5,5,3,3,5,4,8,4,1,0,314813,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8470,0.0,1013.0,1526,0.0,1,0,2,1,0.0,0,0,0,0,3,3,2,2,3,2,1,3,2,8,0,0,0,85000,105,38,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,0.0,698.0,1176,0.0,1,0,2,1,624.0,210,0,0,0,3,6,9,4,3,3,1,3,3,8,0,1,0,134900,83,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10519,164.0,1057.0,1057,0.0,1,0,3,1,288.0,0,0,0,0,3,5,8,3,3,3,2,4,4,8,0,1,0,137000,65,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10437,660.0,2109.0,2113,1.0,2,1,2,1,839.0,236,46,0,0,3,8,6,4,4,3,4,5,4,8,3,3,0,350000,25,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7514,0.0,943.0,1387,1.0,1,0,3,1,300.0,0,0,0,0,3,5,7,3,3,3,2,3,3,8,3,2,0,145000,53,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13654,365.0,1704.0,2758,0.0,2,1,4,1,814.0,282,55,0,0,3,9,5,4,5,3,4,5,5,8,5,3,0,418000,15,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5747,0.0,798.0,840,0.0,1,0,2,1,250.0,112,0,0,0,3,3,4,3,3,3,1,4,2,8,0,1,0,64000,100,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4500,0.0,793.0,1520,0.0,1,0,3,1,281.0,0,0,0,0,3,5,5,3,3,3,1,5,3,8,0,1,0,159434,88,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11830,164.0,1542.0,1542,1.0,2,0,3,1,852.0,168,110,0,0,3,8,5,4,4,3,1,5,4,8,4,1,0,260261,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8520,0.0,910.0,1385,0.0,2,0,4,1,720.0,0,0,0,0,3,5,4,3,3,3,1,2,3,8,0,1,0,166000,68,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6760,0.0,896.0,936,1.0,1,0,3,1,288.0,24,90,0,0,3,5,5,3,3,3,3,3,3,8,1,2,0,130000,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6191,0.0,824.0,1288,0.0,1,0,4,1,240.0,0,0,0,0,3,5,4,3,2,2,1,3,3,8,0,1,0,112000,79,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8700,148.0,1120.0,1128,1.0,2,0,3,1,525.0,192,20,0,0,3,5,6,3,3,3,2,4,3,8,0,2,0,155000,57,57,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12003,84.0,774.0,1968,0.0,2,1,4,1,680.0,0,75,0,0,3,8,5,4,5,3,1,5,5,8,4,3,0,269500,11,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12700,0.0,1246.0,1246,1.0,1,0,3,1,441.0,0,69,0,0,3,6,5,3,3,3,1,3,3,8,4,2,0,172000,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13125,0.0,800.0,1740,0.0,1,1,3,1,240.0,0,0,0,0,3,7,6,3,3,3,1,3,3,8,4,1,0,219500,80,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8638,0.0,925.0,925,1.0,1,0,2,1,484.0,203,74,0,0,3,5,6,3,3,3,1,4,3,8,0,1,0,133500,57,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9967,0.0,384.0,1430,0.0,2,1,3,1,400.0,100,0,0,0,3,7,5,3,4,3,1,5,3,8,3,2,0,170000,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9600,0.0,930.0,1566,0.0,2,0,3,1,288.0,54,228,0,0,3,8,9,4,3,3,1,3,4,8,0,1,0,150000,120,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12774,0.0,984.0,950,0.0,1,0,2,1,400.0,0,32,0,0,1,5,5,3,3,3,1,3,3,8,0,1,0,130000,67,67,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8163,128.0,1144.0,1144,1.0,1,0,3,1,796.0,86,0,0,0,3,5,6,3,3,3,3,3,3,8,3,2,0,143000,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9900,0.0,1114.0,1114,1.0,1,0,3,1,451.0,0,0,164,0,3,5,5,3,3,3,1,3,3,8,0,2,0,140000,59,59,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13651,1115.0,2223.0,2223,1.0,2,0,3,1,516.0,300,0,0,0,3,7,6,3,4,3,4,5,3,8,4,3,0,244000,47,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7200,0.0,530.0,1111,0.0,1,0,3,1,288.0,0,0,0,0,3,5,7,3,3,2,1,3,2,8,0,1,0,101000,100,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9750,0.0,960.0,960,0.0,1,0,3,1,624.0,0,0,0,4500,3,5,5,3,3,3,1,5,3,8,0,1,0,125000,62,62,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11184,0.0,932.0,1633,0.0,2,1,3,1,460.0,0,39,0,0,3,6,5,3,4,3,1,4,3,8,3,3,0,183000,22,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5520,0.0,755.0,2229,0.0,1,0,5,1,0.0,0,198,0,0,3,6,6,3,3,3,1,5,3,8,0,0,0,104000,108,70,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6390,0.0,936.0,984,1.0,1,0,2,1,280.0,0,0,0,0,3,6,7,3,3,3,1,3,3,8,0,1,0,112500,66,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10240,157.0,1686.0,1686,1.0,2,0,3,1,612.0,384,131,0,0,3,6,6,3,4,3,1,3,3,8,3,1,0,207500,40,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9316,140.0,1614.0,1614,0.0,2,0,3,1,576.0,100,45,0,0,3,7,5,4,4,3,4,5,4,8,4,3,0,225000,15,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,0.0,864.0,864,0.0,1,0,3,1,297.0,0,0,0,0,3,5,8,3,3,3,1,5,3,8,0,1,0,119900,48,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12228,206.0,1721.0,1740,0.0,2,0,4,1,874.0,0,43,0,0,3,7,5,4,5,4,1,5,4,8,0,2,0,293000,14,14,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10335,0.0,1461.0,1721,0.0,2,1,3,1,440.0,0,96,0,0,3,5,6,3,3,3,1,4,3,7,3,2,0,180000,52,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12328,335.0,1012.0,1034,1.0,1,0,3,1,888.0,0,0,0,0,3,6,5,3,3,3,3,3,3,8,0,1,0,169900,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8930,0.0,0.0,1902,0.0,2,0,4,2,539.0,0,0,0,0,3,6,5,3,0,0,0,3,3,8,0,1,0,112000,42,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9672,0.0,1040.0,1097,0.0,2,0,3,1,480.0,0,0,0,0,3,6,5,3,4,3,1,3,3,8,0,1,0,152000,36,35,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13975,525.0,1090.0,2206,0.0,2,1,4,1,670.0,148,95,0,0,3,9,5,4,4,3,3,5,5,8,4,3,0,300000,15,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7819,0.0,1029.0,1117,1.0,1,0,3,1,672.0,144,0,0,0,3,6,5,3,3,3,3,3,3,8,3,1,0,107000,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11340,0.0,777.0,2290,0.0,2,0,4,2,560.0,0,0,0,0,3,4,6,3,3,3,1,4,3,8,0,1,0,122500,135,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1680,504.0,483.0,948,0.0,1,1,2,1,264.0,0,0,0,0,3,6,5,3,3,3,1,3,3,8,0,1,0,89000,48,48,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6001,0.0,600.0,919,0.0,1,0,3,1,231.0,0,0,0,0,2,6,5,3,2,3,1,5,3,8,0,1,0,95000,80,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11700,41.0,912.0,1152,1.0,1,1,3,1,412.0,0,126,0,0,3,6,6,3,3,3,1,5,3,8,0,2,0,143450,52,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12858,162.0,1590.0,2334,0.0,2,1,3,1,751.0,144,133,0,0,3,9,5,5,5,3,1,5,5,8,4,3,0,376162,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9300,324.0,1268.0,1264,1.0,1,0,3,1,461.0,0,0,143,0,3,5,5,3,3,3,1,3,3,8,4,1,0,167500,60,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7018,275.0,1086.0,1224,2.0,0,2,2,2,528.0,120,0,0,0,3,5,5,3,4,3,3,3,3,8,3,1,0,153337,41,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6629,0.0,672.0,1369,1.0,2,0,3,1,300.0,147,0,0,0,3,6,6,3,3,3,1,3,3,8,0,1,0,103600,95,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10650,0.0,894.0,894,1.0,1,0,3,1,308.0,365,0,0,0,3,5,6,3,3,4,3,3,3,8,0,1,0,128200,44,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,216.0,756.0,1573,0.0,2,1,3,1,440.0,0,32,0,0,3,6,5,4,4,3,1,5,4,8,0,1,0,177500,20,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13650,232.0,1671.0,2250,1.0,2,1,3,1,756.0,238,130,0,0,3,8,5,4,4,3,4,5,4,8,5,3,0,320000,18,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8433,0.0,794.0,1514,1.0,2,1,3,1,394.0,0,72,0,0,3,6,5,3,4,3,1,5,3,8,3,3,0,190000,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,236.0,672.0,1218,0.0,1,1,3,1,0.0,201,0,0,0,3,6,5,3,3,3,1,3,3,8,0,0,0,91500,49,49,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,0.0,811.0,1387,0.0,2,0,3,2,256.0,0,0,0,0,3,5,4,3,3,3,1,3,4,8,0,1,0,93000,66,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8500,0.0,649.0,1317,0.0,1,0,3,1,250.0,0,54,0,0,3,4,4,3,3,3,1,3,3,8,0,1,0,40000,100,70,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6882,0.0,684.0,1355,0.0,1,1,3,1,0.0,136,0,0,0,3,6,7,3,3,3,1,3,4,8,0,0,0,127000,106,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8712,0.0,756.0,952,0.0,1,0,3,1,330.0,0,0,0,0,3,4,7,2,3,3,1,4,3,8,0,2,0,50138,124,70,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7917,174.0,1143.0,1113,1.0,1,1,3,1,504.0,370,30,0,0,3,6,7,3,3,4,1,3,3,8,2,2,0,148000,44,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6900,0.0,740.0,778,0.0,1,0,2,1,924.0,0,25,0,0,3,5,6,3,3,3,1,5,3,8,4,3,0,120500,80,65,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9900,0.0,778.0,1489,0.0,2,0,3,1,240.0,335,0,0,0,3,6,7,3,3,3,1,3,3,8,4,1,0,139500,80,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13286,340.0,1698.0,1698,1.0,2,0,3,1,768.0,327,64,0,0,3,9,5,5,5,3,1,5,5,8,4,3,0,320000,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12888,0.0,1005.0,2267,1.0,1,1,3,1,498.0,521,0,0,0,3,7,8,3,3,3,1,3,3,8,4,3,0,219000,83,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8885,0.0,864.0,902,1.0,1,0,2,1,484.0,164,0,0,0,2,5,5,3,4,3,3,3,3,8,0,1,0,131000,37,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8857,0.0,738.0,1495,0.0,2,1,3,1,440.0,100,30,0,0,3,6,5,4,4,3,1,5,4,8,4,2,0,171925,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14137,0.0,1348.0,1384,1.0,2,0,3,1,404.0,0,39,0,0,3,5,5,4,4,3,1,4,4,8,0,1,0,177900,24,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6720,0.0,585.0,1436,0.0,1,0,3,1,228.0,184,0,0,0,3,6,7,3,3,3,1,3,3,8,4,1,0,141500,99,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7500,0.0,952.0,1636,1.0,2,1,3,1,440.0,0,84,0,0,3,6,5,4,4,3,1,4,3,8,3,3,0,191000,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13072,0.0,1158.0,1158,1.0,1,1,3,1,576.0,0,50,0,0,3,6,5,3,4,3,1,5,4,8,0,1,0,158000,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10656,274.0,1638.0,1646,0.0,2,0,3,1,870.0,192,80,0,0,3,8,5,4,4,3,3,5,4,8,4,2,0,248900,14,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,252.0,731.0,1768,1.0,1,1,3,1,240.0,0,0,0,0,3,5,7,3,4,3,1,5,4,8,3,1,0,175000,83,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8800,0.0,1187.0,1565,1.0,2,0,3,1,299.0,200,25,0,460,3,6,7,3,3,3,2,5,4,7,3,2,0,185900,55,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10800,0.0,880.0,1768,0.0,1,1,2,1,320.0,0,341,0,0,3,7,7,3,4,3,2,2,3,8,3,1,0,163000,106,50,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9000,0.0,660.0,1396,0.0,2,0,4,2,0.0,0,0,0,0,3,5,6,2,3,3,2,3,3,6,0,0,0,115000,69,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13014,39.0,1008.0,1096,1.0,1,0,3,1,484.0,168,0,0,0,3,6,5,3,3,3,3,3,3,8,2,1,0,157500,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15896,210.0,1177.0,2312,1.0,2,1,4,1,658.0,298,0,0,0,3,7,5,4,4,3,1,5,4,8,3,3,0,245000,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5395,0.0,1337.0,1337,1.0,2,0,2,1,462.0,96,0,0,0,3,8,5,4,4,3,1,4,4,8,3,2,0,180000,27,27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5105,0.0,551.0,1102,0.0,2,1,2,1,480.0,0,60,0,0,3,7,5,4,4,3,1,5,4,8,0,1,0,148800,16,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9473,0.0,1128.0,2031,1.0,2,1,3,1,577.0,0,211,0,0,3,8,5,4,4,3,1,5,4,8,4,2,0,237000,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
